Name,Tags,notes,Date,Created by,Réseau
He's XXXXXXX on Surespot.,AusWitness,,"August 27, 2015 7:33 AM",Quentin Sombsthay,Surespot
Hmmm never heard of him,wilayahks,,"August 27, 2015 7:33 AM",Quentin Sombsthay,Surespot
But whatever bro what's he going to do lol,wilayahks,,"August 27, 2015 7:35 AM",Quentin Sombsthay,Surespot
Write an article lol,wilayahks,,"August 27, 2015 7:35 AM",Quentin Sombsthay,Surespot
He said he was gonna have my head cut off and “destroy” me.,AusWitness,gold,"August 27, 2015 7:35 AM",Quentin Sombsthay,Surespot
He's probably gonna spread a bunch of lies about me.,AusWitness,,"August 27, 2015 7:37 AM",Quentin Sombsthay,Surespot
"Are you there, akhi?",AusWitness,,"August 27, 2015 7:45 AM",Quentin Sombsthay,Surespot
Yeah sorry hopped in the shower I have class in a bit,wilayahks,,"August 27, 2015 7:56 AM",Quentin Sombsthay,Surespot
That's garbage bro he's a reporter he can 't do anything,wilayahks,gold,"August 27, 2015 7:57 AM",Quentin Sombsthay,Surespot
Just trying to get a rise out of you,wilayahks,,"August 27, 2015 7:57 AM",Quentin Sombsthay,Surespot
"I just hope he doesn't try to sabotage me by sending lies to
mohamadmo or anything.",AusWitness,,"August 27, 2015 8:02 AM",Quentin Sombsthay,Surespot
What if he tells mohamadmo that I 'm a government agent or something?,AusWitness,,"August 27, 2015 8:02 AM",Quentin Sombsthay,Surespot
If his trust is in Allah SWT it doesn't matter ahki,wilayahks,,"August 27, 2015 8:03 AM",Quentin Sombsthay,Surespot
"I just hope everything works out, akhi. l've been planning
this for months, and it' s really frustrating that it hasn't
happened yet.",AusWitness,,"August 27, 2015 8:05 AM",Quentin Sombsthay,Surespot
I understand bro,wilayahks,,"August 27, 2015 8:14 AM",Quentin Sombsthay,Surespot
Trust in Allah is all we can do,wilayahks,,"August 27, 2015 8:14 AM",Quentin Sombsthay,Surespot
"Can you send him a message saying he needs to carry out
the attack before September 11, akhi?",AusWitness,,"August 27, 2015 8:16 AM",Quentin Sombsthay,Surespot
Yes I will,wilayahks,,"August 27, 2015 8:16 AM",Quentin Sombsthay,Surespot
"Thank you so much, brother.",AusWitness,,"August 27, 2015 8:17 AM",Quentin Sombsthay,Surespot
lt's not a problem. The more attacks on kuffar lands that better,wilayahks,,"August 27, 2015 8:18 AM",Quentin Sombsthay,Surespot
"Ameen, brother. May Allah (SWT) allow both of these attacks to happen.",AusWitness,,"August 27, 2015 8:18 AM",Quentin Sombsthay,Surespot
Ameen,wilayahks,,"August 27, 2015 8:19 AM",Quentin Sombsthay,Surespot
Kansas City will surely feel the wrath of the mujahideen,wilayahks,,"August 27, 2015 8:19 AM",Quentin Sombsthay,Surespot
I won 't be able to scope out the location,wilayahks,,"August 27, 2015 8:19 AM",Quentin Sombsthay,Surespot
Beforehand I mean,wilayahks,,"August 27, 2015 8:19 AM",Quentin Sombsthay,Surespot
"How come? You can't drive there and look at the place we
chose for the best spot to place the bomb?",AusWitness,,"August 27, 2015 8:20 AM",Quentin Sombsthay,Surespot
No it's too far for my car I will just have to find the best spot when I get there,wilayahks,,"August 27, 2015 8:21 AM",Quentin Sombsthay,Surespot
"Be careful, akhi. When you go there to place the bomb, make
sure the bomb is VERY well hidden.",AusWitness,,"August 27, 2015 8:22 AM",Quentin Sombsthay,Surespot
lt sometimes overheats I want to make sure on the day of I can get there no problems,wilayahks,,"August 27, 2015 8:22 AM",Quentin Sombsthay,Surespot
Yes l’m going to put it in a backpack,wilayahks,,"August 27, 2015 8:22 AM",Quentin Sombsthay,Surespot
Where do you think would be best near the fire fighters or the crowd,wilayahks,,"August 27, 2015 8:23 AM",Quentin Sombsthay,Surespot
"Good thinking, akhi. Put the backpack near the crowd .",AusWitness,,"August 27, 2015 8:24 AM",Quentin Sombsthay,Surespot
But make sure it's in a place where the kuffar won't think anything of it.,AusWitness,,"August 27, 2015 8:24 AM",Quentin Sombsthay,Surespot
Yeah,wilayahks,,"August 27, 2015 8:24 AM",Quentin Sombsthay,Surespot
"What wouId Allah say? The firefighters work for the kuff state.
Are they more of a criminal than the civilians?",wilayahks,,"August 27, 2015 8:27 AM",Quentin Sombsthay,Surespot
I want to make sure jannah awaits bro,wilayahks,,"August 27, 2015 8:27 AM",Quentin Sombsthay,Surespot
"Well, I think Allah (SWT) would want us to kill the maximum number of kuffar.",AusWitness,,"August 27, 2015 8:27 AM",Quentin Sombsthay,Surespot
And bring glory to his name,wilayahks,,"August 27, 2015 8:29 AM",Quentin Sombsthay,Surespot
"lndeed, brother. The more kuffar we kill, the more we will be remembered.",AusWitness,,"August 27, 2015 8:29 AM",Quentin Sombsthay,Surespot
Alhamdulillah,wilayahks,,"August 27, 2015 8:33 AM",Quentin Sombsthay,Surespot
Ok bro I have to go to class,wilayahks,,"August 27, 2015 8:39 AM",Quentin Sombsthay,Surespot
We'II talk more ahki l'm so glad Allah SWT has put us on a path together,wilayahks,,"August 27, 2015 8:39 AM",Quentin Sombsthay,Surespot
"Indeed, brother. Talk later.",AusWitness,,"August 27, 2015 8:41 AM",Quentin Sombsthay,Surespot
"Akhi, two brothers have deleted me from Surespot. I think that kafir reporter is spreading lies about me to mujahideen. He wants to sabotage me.",AusWitness,,"August 28, 2015 3:33 AM",Quentin Sombsthay,Surespot
How could he sabotage you?,wilayahks,,"August 28, 2015 7:48 AM",Quentin Sombsthay,Surespot
Don 't worry about it ahki,wilayahks,,"August 28, 2015 7:48 AM",Quentin Sombsthay,Surespot
Hey l 'm going ta Walmart after class this afternoon and getting the rest of what I need,wilayahks,,"August 28, 2015 7:49 AM",Quentin Sombsthay,Surespot
The instructions you have me said to put something in the pressure cooker that will actas like a shrapnel,wilayahks,,"August 28, 2015 7:49 AM",Quentin Sombsthay,Surespot
"Well, he could be telling other mujahideen a bunch of lies about me so they won 't trust me.",AusWitness,,"August 28, 2015 7:50 AM",Quentin Sombsthay,Surespot
What do you think for this bro? What will cause the most damage,wilayahks,,"August 28, 2015 7:50 AM",Quentin Sombsthay,Surespot
"Hold on, let me ask some mujahideen.",AusWitness,,"August 28, 2015 7:50 AM",Quentin Sombsthay,Surespot
(…) that will act as like a shrapnel,wilayahks,,"August 28, 2015 7:50 AM",Quentin Sombsthay,Surespot
"Well, he could be telling other mujahideen a bunch of lies
about me so they won't trust me.",AusWitness,gold,"August 28, 2015 7:50 AM",Quentin Sombsthay,Surespot
What do you think for this bro? What will cause the most damage,wilayahks,gold,"August 28, 2015 7:50 AM",Quentin Sombsthay,Surespot
"Hold on, let me ask some mujahideen.",AusWitness,,"August 28, 2015 7:50 AM",Quentin Sombsthay,Surespot
Jzk,wilayahks,,"August 28, 2015 7:50 AM",Quentin Sombsthay,Surespot
"Use shards of metal and nails, akhi.",AusWitness,,"August 28, 2015 7:58 AM",Quentin Sombsthay,Surespot
Ok I’ll get a bunch of screws and stuff,wilayahks,,"August 28, 2015 7:58 AM",Quentin Sombsthay,Surespot
Broken glass would probably work too. Just put as much sharp stuff as you can in there.,AusWitness,,"August 28, 2015 8:00 AM",Quentin Sombsthay,Surespot
"Have you made these before? How far away do I have to get to be safe??
l 'm thinking of filming and shouting allahu ahkbar right before it goes off",wilayahks,,"August 28, 2015 8:00 AM",Quentin Sombsthay,Surespot
"I haven't made one before, but l've studied how to make them. Get FAR away from the
bomb, brother. There's going to be chaos when it goes off.
Shrapnel, blood, and panicking kuffar will be everywhere.",AusWitness,,"August 28, 2015 8:02 AM",Quentin Sombsthay,Surespot
Subhanallah,wilayahks,,"August 28, 2015 8:02 AM",Quentin Sombsthay,Surespot
We will put the video online and the mujahideen will be heroes,wilayahks,,"August 28, 2015 8:03 AM",Quentin Sombsthay,Surespot
"If you can, dip the screws and other shrapnel in rat poison
before putting them in. That way, the kuffar who get hit by them will be more likely to die .",AusWitness,,"August 28, 2015 8:04 AM",Quentin Sombsthay,Surespot
"lndeed, akhi. The kuffar will speak our names with terrer in their voices.",AusWitness,,"August 28, 2015 8:04 AM",Quentin Sombsthay,Surespot
I didn't even think of that. I guess if that's a powder I can just sprinkle it in when making it,wilayahks,,"August 28, 2015 8:05 AM",Quentin Sombsthay,Surespot
"Yep, sprinkle it over everything.",AusWitness,,"August 28, 2015 8:06 AM",Quentin Sombsthay,Surespot
"Has mohamadmo responded to you, brother? l'm worried about him.",AusWitness,,"August 28, 2015 8:12 AM",Quentin Sombsthay,Surespot
No net yet bro,wilayahks,,"August 28, 2015 8:13 AM",Quentin Sombsthay,Surespot
"I just hope he responds soon. I gave him Saturday, September 5 as the date that the attack needs to happen on.",AusWitness,gold,"August 28, 2015 8:16 AM",Quentin Sombsthay,Surespot
That would be perfect then a week later 9/11,wilayahks,,"August 28, 2015 8:18 AM",Quentin Sombsthay,Surespot
Exactly. The kuffar would be terrified.,AusWitness,,"August 28, 2015 8:18 AM",Quentin Sombsthay,Surespot
Hey ... I heard ball bearings are great shrapnel. Make sure to put those in the bomb.,AusWitness,,"August 28, 2015 8:24 AM",Quentin Sombsthay,Surespot
"You there, akhi?",AusWitness,,"August 28, 2015 8:39 AM",Quentin Sombsthay,Surespot
Yeah sorry have 9 am class walking there now,wilayahks,,"August 28, 2015 8:40 AM",Quentin Sombsthay,Surespot
"Get ball bearings to put in the bomb, akhi.",AusWitness,,"August 28, 2015 8:40 AM",Quentin Sombsthay,Surespot
Ok do they sell those at Walmart,wilayahks,,"August 28, 2015 8:41 AM",Quentin Sombsthay,Surespot
I think so.,AusWitness,,"August 28, 2015 8:44 AM",Quentin Sombsthay,Surespot
Ok I’ll look this afternoon,wilayahks,,"August 28, 2015 8:44 AM",Quentin Sombsthay,Surespot
"Have to go to class bro ill let you
know when I have everything",wilayahks,,"August 28, 2015 8:44 AM",Quentin Sombsthay,Surespot
"If you can, get cut-up nails,
glass marbles, cut-up sheet
metal, and cut-up rebar too.",AusWitness,,"August 28, 2015 8:44 AM",Quentin Sombsthay,Surespot
"Alright, brother. Talk later.",AusWitness,,"August 28, 2015 8:44 AM",Quentin Sombsthay,Surespot
Salaam,wilayahks,,"August 28, 2015 8:44 AM",Quentin Sombsthay,Surespot
This is happening,,,"August 28, 2015 8:44 AM",Quentin Sombsthay,Surespot
The hearts of the kill crumble at the sight of their fallen,wilayahks,,"August 28, 2015 7:26 AM",Quentin Sombsthay,Surespot
Kuff,wilayahks,,"August 28, 2015 7:26 AM",Quentin Sombsthay,Surespot
"l 'm not sure how to send you money from Australia, akhi. We
use different money here. Can you take a taxi or bus to KC?",AusWitness,,"August 28, 2015 12:40 AM",Quentin Sombsthay,Surespot
"Excellent news about the bomb, brother. The kuffar will be slaughtered in the name of Allah (SWT).",AusWitness,gold,"August 28, 2015 12:40 AM",Quentin Sombsthay,Surespot
"Ahki l'm so embarrassed but I spent so much money on the materials. lt
was almost 150. I can get a greyhound bus ticket to Kansas City for only 40 but I just don't have the money",wilayahks,,"August 29, 2015 7:11 AM",Quentin Sombsthay,Surespot
"Please bro 40 is like nothing but l'm
so embarrassed",wilayahks,,"August 29, 2015 7:12 AM",Quentin Sombsthay,Surespot
"You can use this its a Walmart money gram. Just get a prepaid visa and
use it and it will be completely anonymous",wilayahks,,"August 29, 2015 7:15 AM",Quentin Sombsthay,Surespot
"Brother, I would, but it won't work because l'm in Australia
and we have a different currency. Can you get $40 from your parents or friends?",AusWitness,,"August 29, 2015 8:38 AM",Quentin Sombsthay,Surespot
"No my parents already sent me money for the month and my friends
are broke collage kids too. The currency won 't matter when you do it
on walmarts money gram it will automatically switch it",wilayahks,,"August 29, 2015 8:40 AM",Quentin Sombsthay,Surespot
Let me see if I can get something.,AusWitness,,"August 29, 2015 8:42 AM",Quentin Sombsthay,Surespot
Jzk bro so much,wilayahks,,"August 29, 2015 8:42 AM",Quentin Sombsthay,Surespot
"Try this prepaid card I got from a brother in the states: 4358
8081 5128 1405, valid through 5/23, security code 173",AusWitness,,"August 29, 2015 8:47 AM",Quentin Sombsthay,Surespot
"Jzk let me try to get the bus ticket
with it",wilayahks,,"August 29, 2015 8:49 AM",Quentin Sombsthay,Surespot
No it's not working,wilayahks,,"August 29, 2015 8:55 AM",Quentin Sombsthay,Surespot
"Crap ... let me see if I can get
another one, akhi.",AusWitness,,"August 29, 2015 8:56 AM",Quentin Sombsthay,Surespot
Ok jzk,wilayahks,,"August 29, 2015 8:56 AM",Quentin Sombsthay,Surespot
You can also order the bus ticket for me ahki if that's easier. All I need is to get to KC.,wilayahks,,"August 29, 2015 8:56 AM",Quentin Sombsthay,Surespot
"I just asked another US brother
who might have one, akhi. I’ll see if he responds.",AusWitness,,"August 29, 2015 9:11 AM",Quentin Sombsthay,Surespot
Alhamdulillah,wilayahks,,"August 29, 2015 9:11 AM",Quentin Sombsthay,Surespot
"Has mohamadmo responded
to you, brother? He hasn’t responded to me. l’m really
worried that I won't be able to get him to carry out the attack intime.",AusWitness,,"August 29, 2015 9:12 AM",Quentin Sombsthay,Surespot
"Are you there, brother?",AusWitness,,"August 29, 2015 9:27 AM",Quentin Sombsthay,Surespot
No he's never responded bro,wilayahks,,"August 29, 2015 9:27 AM",Quentin Sombsthay,Surespot
"Are you there, akhi? I got a prepaid card from a brother in the US.",AusWitness,,"August 30, 2015 1:03 AM",Quentin Sombsthay,Surespot
lt should work.,AusWitness,,"August 30, 2015 1:04 AM",Quentin Sombsthay,Surespot
"Can you get on Twitter and send me the link to that site
where I can anonymously send you money?",AusWitness,,"August 30, 2015 2:31 AM",Quentin Sombsthay,Surespot
"Akhi, here some guides on how to make bombs: http://fringe.davesource.com/Frinde/Explosi… libertyreferences.com/improvised-mun…","AusSecret, AusWitness, Bombe, Twitter",,"August 30, 2015 5:00 AM",Quentin Sombsthay,Twitter
pyronfo.com,"AusSecret, AusWitness, Bombe, Twitter",,"August 30, 2015 5:00 AM",Quentin Sombsthay,Twitter
nineball.ve.carpathiahost.net/rat/cockbo…,"AusSecret, AusWitness, Bombe, Twitter",,"August 30, 2015 5:00 AM",Quentin Sombsthay,Twitter
"Let me know if you need any more, brother.","AusSecret, AusWitness, Bombe, Twitter",,"August 30, 2015 5:01 AM",Quentin Sombsthay,Twitter
Scroll down to “make a bom in the kitchen of your mom”: s3amazonaws.com/s3.docmentclo…,"AusSecret, AusWitness, Bombe, Twitter",,"August 30, 2015 5:32 AM",Quentin Sombsthay,Twitter
"Jzk brother. I just remembered you need an ID to pick it up. l'm kind of worried about that. Do you think you
could use the card to order my bus ticket instead? Just trying to think of security.",wilayahks,,"August 30, 2015 7:03 AM",Quentin Sombsthay,Surespot
l'm about to put the bomb together while my kuffar roommate is at church,wilayahks,,"August 30, 2015 7:03 AM",Quentin Sombsthay,Surespot
Bro l've never made one before is there any chance it goes of while making it???,wilayahks,,"August 30, 2015 7:03 AM",Quentin Sombsthay,Surespot
,,,,Mona,
web.archive.org/web/2015020805…,"AusSecret, AusWitness, Bombe, Image, Twitter",image,"August 30, 2015 7:52 AM",Quentin Sombsthay,
"Brother, I can 't afford having my ID traced. Surely there is
something you could sell that would get you $40? Look
through your old stuff that you don't need, brother. l'm sure
you can sell enough to get $40. But, if not, I will see what I can do.",AusWitness,,"August 30, 2015 9:47 AM",Quentin Sombsthay,Surespot
"The bomb won't go off until you detonate it, akhi. Pipe
bombs are the really dangerous ones, not pressure
cocker bombs. Just follow the instructions.",AusWitness,,"August 30, 2015 9:48 AM",Quentin Sombsthay,Surespot
Ok bro I’ll look around jzk,wilayahks,,"August 30, 2015 9:48 AM",Quentin Sombsthay,Surespot
"I didn't make it yet the link to inspire
you sent me is dead and I can't find
the instructions",wilayahks,,"August 30, 2015 9:49 AM",Quentin Sombsthay,Surespot
"I remember one question I had was I
couldn't find Christmas lights so I got
a bulb with a really long filament do
you think that will work",wilayahks,,"August 30, 2015 9:50 AM",Quentin Sombsthay,Surespot
"I just sent you a link that
works, akhi. Check your inbox.",AusWitness,,"August 30, 2015 9:52 AM",Quentin Sombsthay,Surespot
The bulb will probably work.,AusWitness,,"August 30, 2015 9:53 AM",Quentin Sombsthay,Surespot
"Also the instructions had a handheld
detonator for martyr op but I want to
do a remote detonation what do you
think will work?",wilayahks,,"August 30, 2015 9:53 AM",Quentin Sombsthay,Surespot
"Didn't the Boston mujahideen
use a remote detonator? lt
should work fine, brother.",AusWitness,,"August 30, 2015 9:54 AM",Quentin Sombsthay,Surespot
He did but I don't know what he used,wilayahks,,"August 30, 2015 9:54 AM",Quentin Sombsthay,Surespot
lt was probably cell phones.,AusWitness,,"August 30, 2015 9:57 AM",Quentin Sombsthay,Surespot
"I have no idea how to make there cell
phone work",wilayahks,,"August 30, 2015 9:58 AM",Quentin Sombsthay,Surespot
The,wilayahks,,"August 30, 2015 9:58 AM",Quentin Sombsthay,Surespot
"I get that you have to have an electric
charge go through the firework
powder but with the bulb the charge is exposed",wilayahks,,"August 30, 2015 9:58 AM",Quentin Sombsthay,Surespot
"Brother, I know a mujahid who
can help you. Add X on
Surespot.",AusWitness,,"August 30, 2015 10:00 AM",Quentin Sombsthay,Surespot
"ln the meantime, I’ll ask some
mujahideen about it.",AusWitness,,"August 30, 2015 10:00 AM",Quentin Sombsthay,Surespot
"Jzk ahki thank you for the help. I’ll
add . You're sure he's
trustworthy?",wilayahks,,"August 30, 2015 10:00 AM",Quentin Sombsthay,Surespot
"He's trustworthy, brother. He's
one of the top Islamic State people on Twitter.",AusWitness,,"August 30, 2015 10:00 AM",Quentin Sombsthay,Surespot
Ask him for help.,AusWitness,,"August 30, 2015 10:00 AM",Quentin Sombsthay,Surespot
Alhamdulillah,wilayahks,,"August 30, 2015 10:00 AM",Quentin Sombsthay,Surespot
Bro what happened to X,wilayahks,,"August 30, 2015 7:39 PM",Quentin Sombsthay,Surespot
"I have no idea, brother. He's
just suddenly deleted.",AusWitness,,"August 30, 2015 10:08 PM",Quentin Sombsthay,Surespot
Yeah he deleted me too ...,wilayahks,,"August 30, 2015 10:08 PM",Quentin Sombsthay,Surespot
Did you guys talk?,AusWitness,,"August 30, 2015 10:08 PM",Quentin Sombsthay,Surespot
"Just a little bit. He sent me a link to a
video but it was deleted. Then he left.
Kind of freaked me out.",wilayahks,,"August 30, 2015 10:09 PM",Quentin Sombsthay,Surespot
ls his Twitter still up? lt was XXXX,AusWitness,,"August 30, 2015 10:10 PM",Quentin Sombsthay,Surespot
No it says suspended,wilayahks,,"August 30, 2015 10:11 PM",Quentin Sombsthay,Surespot
"Try adding XXXX on
Surespot and asking him.",AusWitness,,"August 30, 2015 10:12 PM",Quentin Sombsthay,Surespot
Ok,wilayahks,,"August 30, 2015 10:12 PM",Quentin Sombsthay,Surespot
Who is that?,wilayahks,,"August 30, 2015 10:12 PM",Quentin Sombsthay,Surespot
"He is a mujahid in the dawlah
who helps other mujahideen.",AusWitness,,"August 30, 2015 10:13 PM",Quentin Sombsthay,Surespot
Mashallah,wilayahks,,"August 30, 2015 10:13 PM",Quentin Sombsthay,Surespot
You really know some people ahki,wilayahks,gold,"August 30, 2015 10:13 PM",Quentin Sombsthay,Surespot
"I just wish mohamadmo would
respond to me, akhi. At this
point, I feel like the attack in
Melbourne won't be able to
happen. lt's been a week now
since he responded.",AusWitness,,"August 30, 2015 10:14 PM",Quentin Sombsthay,Surespot
I don't know what to say,wilayahks,,"August 30, 2015 10:16 PM",Quentin Sombsthay,Surespot
"Ahki I know he was weirded out that
you out his name up on  8chan but I
don't know why. A mujahid shouldn't
try to shy away from proclaiming the
plans for Allah swt. I mean bro i
would be proud of you did something
like that with me. Let the kuffar
scramble. I use tor and surespot
there is no way they will find me.
Let them scramble for the needle in the
haystack. lt will only add to their fears
and please Allah swt",wilayahks,,"August 30, 2015 10:18 PM",Quentin Sombsthay,Surespot
"Thanks, akhi. lt's just really
upsetting how I promised the
kuffar that an attack would
happen in Melbourne and it
never did. Now some
mujahideen think I' m a fake.",AusWitness,gold,"August 30, 2015 10:26 PM",Quentin Sombsthay,Surespot
We will show them on 9/11,wilayahks,,"August 30, 2015 10:27 PM",Quentin Sombsthay,Surespot
"lndeed, brother. We will be
legends to mujahideen around
the world.",AusWitness,,"August 30, 2015 11:06 PM",Quentin Sombsthay,Surespot
"Mohamadmo finally
responded. He says his
Surespot is having issues.",AusWitness,,"August 30, 2015 11:07 PM",Quentin Sombsthay,Surespot
"Did he say anything to you,
akhi?",AusWitness,,"August 30, 2015 11:54 PM",Quentin Sombsthay,Surespot
"No he hasn't. Did you ever figure out
what happened with XXXX ?",wilayahks,,"August 31, 2015 6:15 AM",Quentin Sombsthay,Surespot
"Akhi, I found out you can easily use a cell phone to detonate the bomb: http://thewire.com/national/2013/… youtube.com/watch?v=Ech6Jw…","AusSecret, AusWitness, Bombe, Twitter",,"August 31, 2015 6:26 AM",Quentin Sombsthay,Twitter
"The instructions are for fireworks, but they work with bombs too.","AusSecret, AusWitness, Bombe, Twitter",,"August 31, 2015 6:26 AM",Quentin Sombsthay,Twitter
"Nope, I have no clue what
happened to X. He
seems to have completely
disappeared.",AusWitness,,"August 31, 2015 6:33 AM",Quentin Sombsthay,Surespot
That's really weird,wilayahks,,"August 31, 2015 6:33 AM",Quentin Sombsthay,Surespot
"I sent you some links on
detonating the bomb with a
cell phone, akhi. Check your
Twitter messages.",AusWitness,,"August 31, 2015 6:33 AM",Quentin Sombsthay,Surespot
"Jzk bro l 've seen those before and
you have to do all sorts of soldering I
can't afford that",wilayahks,,"August 31, 2015 6:41 AM",Quentin Sombsthay,Surespot
"Well, making a remote control
detonator means buying more
parts too.
",AusWitness,,"August 31, 2015 6:41 AM",Quentin Sombsthay,Surespot
Info on remote-controlled bomb detonators everything2.com/title/remote+d…,"AusSecret, AusWitness, Bombe, Image, Twitter",,"August 31, 2015 6:47 AM",Quentin Sombsthay,Twitter
"I can sell a TV I guess to get more
parts but I can't but a solder machine
or whatever",wilayahks,,"August 31, 2015 6:47 AM",Quentin Sombsthay,Surespot
There's got to be a different way,wilayahks,,"August 31, 2015 6:47 AM",Quentin Sombsthay,Surespot
"What about a garage door opener like
the movies",wilayahks,,"August 31, 2015 6:47 AM",Quentin Sombsthay,Surespot
"Check your DMs, bro.",AusWitness,,"August 31, 2015 6:48 AM",Quentin Sombsthay,Surespot
That looks perfect ahki,wilayahks,,"August 31, 2015 6:51 AM",Quentin Sombsthay,Surespot
"There is a RadioShack around l'm
sure they would have rc parts",wilayahks,,"August 31, 2015 6:52 AM",Quentin Sombsthay,Surespot
"I'm glad to hear it, bro. Just
sell your TV and you should be
able to get the remote control
parts for about $20, plus the
bus ticket for about $40. Then,
when the day of reckoning
cornes, be extra careful, avoid
acting suspicious, and then
blow the kuffar to pieces, Allah
(SWT) willing.",AusWitness,,"August 31, 2015 6:53 AM",Quentin Sombsthay,Surespot
"You there, akhi?",AusWitness,,"August 31, 2015 7:02 AM",Quentin Sombsthay,Surespot
"Yes sorry getting ready to head to
campus",wilayahks,,"August 31, 2015 7:03 AM",Quentin Sombsthay,Surespot
"Alright, talk later, brother.",AusWitness,,"August 31, 2015 7:03 AM",Quentin Sombsthay,Surespot
lnshallah ahki later,wilayahks,,"August 31, 2015 7:03 AM",Quentin Sombsthay,Surespot
"Akhi, Surespot is not working for me at the moment. It keeps crashing and won’t let me type. Is it working for you?","AusSecret, AusWitness",,"September 2, 2015 6:44 AM",Quentin Sombsthay,Twitter
"Any updates, akhi? By the way,
my Surespot keeps messing
up.",AusWitness,,"September 2, 2015 10:22 AM",Quentin Sombsthay,Surespot
"Salaam bro. Yeah I think I have
trigger working I have it lighting a
bulb",wilayahks,,"September 2, 2015 10:25 AM",Quentin Sombsthay,Surespot
"Hey are you sure you can trust all
these people contacting me?",wilayahks,,"September 2, 2015 10:25 AM",Quentin Sombsthay,Surespot
I got a message from a guy in New Zealand,wilayahks,,"September 2, 2015 10:25 AM",Quentin Sombsthay,Surespot
Just kind of creeped me out,wilayahks,,"September 2, 2015 10:26 AM",Quentin Sombsthay,Surespot
"Don 't worry, X is a
trusted mujahid. X introduced him to be. BTW, X is back. His new ID is X.",AusWitness,,"September 2, 2015 10:30 AM",Quentin Sombsthay,Surespot
Yeah we've been talking a little bit,wilayahks,,"September 2, 2015 10:32 AM",Quentin Sombsthay,Surespot
"I dunno i don't talk to them that much
especially as we get closer",wilayahks,,"September 2, 2015 10:32 AM",Quentin Sombsthay,Surespot
"Have you made any announcements
about our operations like last time?
l'm ok with it",wilayahks,,"September 2, 2015 10:32 AM",Quentin Sombsthay,Surespot
"Akhi, another mujahid told me
your bomb won't do much
damage if you don't use
pellets and ANNM. Also, he
says you shouldn't use electric
tape.",AusWitness,,"September 2, 2015 10:35 AM",Quentin Sombsthay,Surespot
That’s what was in the inspire mag,wilayahks,,"September 2, 2015 10:35 AM",Quentin Sombsthay,Surespot
I have a tub of nails,wilayahks,,"September 2, 2015 10:35 AM",Quentin Sombsthay,Surespot
"I emailed some kafir journalists
about it, but I didn't tell them
much. I just said a pressure
cooker bombing would happen
in a large US city on 9/11 .",AusWitness,,"September 2, 2015 10:35 AM",Quentin Sombsthay,Surespot
"Did you get the rat poison,
akhi?",AusWitness,,"September 2, 2015 10:36 AM",Quentin Sombsthay,Surespot
"Mashallah you can put it on 8 chan
too. We can have kuffar searching
the whole country",wilayahks,,"September 2, 2015 10:36 AM",Quentin Sombsthay,Surespot
No I didn't I forgot,wilayahks,,"September 2, 2015 10:36 AM",Quentin Sombsthay,Surespot
"I was gonna put it on 8chan,
but people would just call me a
liar because my last
announcement never
happened due to mohamadmo
never being ready. What
should I say in my new
announcement?",AusWitness,gold,"September 2, 2015 10:38 AM",Quentin Sombsthay,Surespot
"Get rat poison, brother.",AusWitness,,"September 2, 2015 10:38 AM",Quentin Sombsthay,Surespot
Whatever you think is best ahki.,wilayahks,,"September 2, 2015 10:38 AM",Quentin Sombsthay,Surespot
Ok I will,wilayahks,,"September 2, 2015 10:38 AM",Quentin Sombsthay,Surespot
"Can you send me a picture of
the bomb for using in the
thread, brother?",AusWitness,,"September 2, 2015 10:40 AM",Quentin Sombsthay,Surespot
When I get home from class I can,wilayahks,,"September 2, 2015 10:41 AM",Quentin Sombsthay,Surespot
You can do a screenshot again,wilayahks,,"September 2, 2015 10:41 AM",Quentin Sombsthay,Surespot
"Thanks, brother.",AusWitness,,"September 2, 2015 10:42 AM",Quentin Sombsthay,Surespot
"Brother, can you download kik and add me on there? My name is AusWitness. Surespot keeps messing up.","AusSecret, AusWitness, Twitter",,"September 2, 2015 12:53 AM",Quentin Sombsthay,Twitter
"Akhi, my Surespot keeps
messing up. Can we talk on kik
instead? My name is
AusWitness on there too.",AusWitness,,"September 3, 2015 2:29 AM",Quentin Sombsthay,Surespot
"Mohamadmo chickened out
again, so l've almost given up
on him. Any updates on the
bomb, akhi? Did you get the
rat poison?",AusWitness,,"September 3, 2015 4:50 AM",Quentin Sombsthay,Surespot
"Akhi, are you there? If you're
sending me messages, I
haven 't received any.",AusWitness,,"September 3, 2015 6:56 AM",Quentin Sombsthay,Surespot
"Salaam bro yeah just having some
coffee before class. lt's early here",wilayahks,,"September 3, 2015 6:56 AM",Quentin Sombsthay,Surespot
I haven't sent you anything,wilayahks,,"September 3, 2015 6:56 AM",Quentin Sombsthay,Surespot
"Ahki kik is not encrypted I don’t want
to go to that so close to our op",wilayahks,,"September 3, 2015 6:57 AM",Quentin Sombsthay,Surespot
We only have a few days left,wilayahks,,"September 3, 2015 6:57 AM",Quentin Sombsthay,Surespot
"Kik is not encrypted? I thought
it was. Some other mujahideen
told me it was secure.",AusWitness,,"September 3, 2015 7:02 AM",Quentin Sombsthay,Surespot
No I wouldn’t trust it at all,wilayahks,,"September 3, 2015 7:05 AM",Quentin Sombsthay,Surespot
